id,Date,City,Rep,Store,Prod,Cost,Sale
366,4/10/2006,Riyadh,Maliha,Lulu,Food,8220.2648,9341.21
367,8/1/2004,Jeddah,Yahia,Othaim,Toys,5948.055,7930.74
368,4/20/2005,Hail,Abdul,Carrefour,Office,640.6633,1085.87
369,3/15/2005,Dammam,Mjeed,Othaim,Office,5708.7088,8395.16
370,3/27/2005,Jubail,Maliha,Lulu,Home,4901.7082,8307.98
371,7/28/2005,Dammam,Abdul,Carrefour,Food,7014.885,9353.18
372,7/1/2004,Hail,Abdul,Othaim,Home,2656.3393,4502.27
373,7/15/2005,Hail,Abdul,Lulu,Home,989.7545,1677.55
374,10/20/2005,Jubail,Maliha,Panda,Toys,1644.7018,4445.14
375,8/30/2004,Jubail,Yahia,Panda,Office,141.856,257.92
376,11/11/2004,Hail,Mjeed,Carrefour,Toys,3891.0924,6708.78
377,5/4/2005,Riyadh,Yahia,Panda,Office,3987.054,8860.12
378,1/24/2005,Hail,Mjeed,Lulu,Food,2303.4252,3387.39
379,4/25/2006,Jubail,Ghalia,Lulu,Office,8333.4119,8912.74
380,11/23/2005,Dammam,Yahia,Othaim,Food,1103.6693,2982.89
381,2/8/2005,Dammam,Mjeed,Panda,Toys,6764.52865,7234.79
382,3/11/2005,Jeddah,Yahia,Panda,Toys,6724.1504,7641.08
383,12/5/2004,Abha,Abdul,Panda,Home,2498.985,3331.98
384,11/8/2005,Jeddah,Maliha,Othaim,Toys,7205.11,7706
385,10/26/2004,Riyadh,Maliha,Othaim,Home,5841.5896,6638.17
386,4/12/2005,Dammam,Maliha,Othaim,Home,4392.872,7987.04
387,6/27/2004,Hail,Mjeed,Lulu,Food,1990.1634,5378.82
388,6/27/2005,Hail,Maliha,Carrefour,Food,3976.5968,4518.86
389,5/17/2006,Jeddah,Mjeed,Lulu,Home,436.8627,1180.71
390,11/9/2005,Riyadh,Ghalia,Panda,Home,126.852,144.15
391,6/24/2005,Jeddah,Mjeed,Carrefour,Home,3189.35045,3411.07
392,6/12/2006,Dammam,Mjeed,Lulu,Food,3786.494,8805.8
393,9/21/2004,Abha,Yahia,Lulu,Office,2008.801,3463.45
394,6/16/2005,Dammam,Abdul,Lulu,Home,4235.8008,4813.41
395,12/7/2005,Abha,Mjeed,Lulu,Food,4257.4392,6260.94
396,9/20/2005,Riyadh,Abdul,Othaim,Toys,2832.6726,4801.14
397,7/9/2004,Hail,Mjeed,Lulu,Office,3273.2656,3719.62
398,8/1/2004,Dammam,Maliha,Panda,Home,3565.9298,8292.86
399,8/11/2004,Hail,Ghalia,Lulu,Home,326.7766,883.18
400,11/23/2005,Jeddah,Ghalia,Lulu,Home,3256.9668,5615.46
401,10/23/2004,Abha,Yahia,Carrefour,Food,1719.2168,2528.26
402,1/15/2006,Abha,Abdul,Carrefour,Office,5056.9152,7436.64
403,8/23/2005,Dammam,Abdul,Carrefour,Home,1107.195,1476.26
404,7/10/2005,Riyadh,Mjeed,Lulu,Office,8429.3264,9578.78
405,10/14/2004,Hail,Maliha,Lulu,Toys,185.8712,273.34
406,10/31/2005,Abha,Mjeed,Othaim,Food,3160.458,7023.24
407,5/7/2005,Riyadh,Abdul,Carrefour,Home,3897.718,7086.76
408,6/3/2005,Jeddah,Mjeed,Othaim,Food,4050.4581,9419.67
409,7/3/2005,Riyadh,Maliha,Panda,Food,1598.1743,4319.39
410,3/2/2006,Hail,Mjeed,Carrefour,Office,1850.7735,4112.83
411,3/21/2006,Dammam,Ghalia,Othaim,Toys,2464.9075,4481.65
412,12/31/2004,Jubail,Ghalia,Carrefour,Toys,8667.1728,9849.06
413,3/23/2005,Hail,Maliha,Lulu,Home,522.44995,558.77
414,9/12/2004,Dammam,Yahia,Carrefour,Office,1467.43575,1569.45
415,4/25/2006,Jubail,Yahia,Lulu,Home,3342.258,7427.24
416,12/29/2005,Hail,Abdul,Lulu,Home,13.896,30.88
417,10/17/2005,Jubail,Abdul,Lulu,Office,1850.8362,5002.26
418,10/10/2004,Riyadh,Ghalia,Lulu,Food,6417.6632,9437.74
419,4/27/2005,Jeddah,Yahia,Panda,Home,1942.1775,2589.57
420,9/26/2004,Hail,Mjeed,Panda,Toys,1593.881,3706.7
421,7/8/2005,Abha,Ghalia,Carrefour,Food,5691.5342,9812.99
422,11/2/2004,Riyadh,Mjeed,Othaim,Toys,3549.615,4732.82
423,3/15/2005,Hail,Ghalia,Carrefour,Home,1377.0771,3721.83
424,1/2/2005,Abha,Abdul,Othaim,Office,1360.41,1813.88
425,8/20/2005,Riyadh,Maliha,Panda,Food,406.5005,1098.65
426,2/11/2005,Abha,Ghalia,Carrefour,Food,4673.3074,7920.86
427,2/19/2006,Riyadh,Ghalia,Othaim,Office,7657.5664,8701.78
428,3/8/2006,Riyadh,Ghalia,Othaim,Food,4014.9745,9337.15
429,1/27/2005,Jeddah,Mjeed,Panda,Home,1915.5492,5177.16
430,8/25/2005,Jubail,Ghalia,Lulu,Home,2596.2075,5769.35
431,3/15/2005,Hail,Yahia,Othaim,Food,3489.7179,9431.67
432,10/19/2004,Hail,Ghalia,Othaim,Toys,3251.105,5911.1
433,8/17/2004,Dammam,Abdul,Othaim,Office,301.335,401.78
434,2/2/2006,Hail,Ghalia,Othaim,Office,7.4104,12.56
435,12/28/2005,Hail,Maliha,Carrefour,Food,6404.2725,8539.03
436,9/8/2004,Hail,Maliha,Othaim,Home,1907.5574,4436.18
437,1/29/2006,Jeddah,Maliha,Othaim,Office,2809.7498,3005.08
438,2/25/2006,Jeddah,Abdul,Othaim,Office,1315.10555,1406.53
439,8/23/2005,Jubail,Ghalia,Carrefour,Food,4906.627,8921.14
440,9/30/2004,Hail,Abdul,Othaim,Home,2121.6735,4714.83
441,1/21/2005,Abha,Maliha,Lulu,Home,3070.155,4093.54
442,6/8/2006,Riyadh,Mjeed,Lulu,Toys,1563.0156,3634.92
443,4/11/2005,Jeddah,Mjeed,Othaim,Home,139.9451,378.23
444,1/12/2005,Dammam,Ghalia,Panda,Toys,3836.5085,6975.47
445,8/1/2005,Hail,Maliha,Lulu,Food,1375.0212,2022.09
446,11/30/2004,Jeddah,Abdul,Panda,Office,4760.7908,8208.26
447,3/3/2006,Riyadh,Yahia,Panda,Office,426.4783,991.81
448,4/16/2006,Riyadh,Abdul,Othaim,Toys,2350.4616,4052.52
449,12/6/2004,Abha,Yahia,Carrefour,Home,2226.9456,2530.62
450,3/12/2006,Hail,Yahia,Carrefour,Toys,3445.1292,9311.16
451,11/5/2005,Jubail,Yahia,Panda,Office,7261.4696,8251.67
452,10/20/2005,Jeddah,Ghalia,Panda,Office,5027.1036,8667.42
453,1/3/2005,Hail,Abdul,Panda,Home,1690.7605,3074.11
454,7/27/2005,Jeddah,Mjeed,Othaim,Toys,5568.6855,9438.45
455,9/30/2004,Dammam,Maliha,Carrefour,Home,2896.0212,4993.14
456,6/10/2006,Riyadh,Yahia,Othaim,Home,2681.739,5959.42
457,4/30/2005,Hail,Yahia,Lulu,Office,2401.7329,6491.17
458,3/31/2006,Riyadh,Yahia,Panda,Home,4453.995,5938.66
459,9/11/2005,Hail,Yahia,Panda,Office,2990.2623,8081.79
460,7/26/2005,Hail,Abdul,Carrefour,Office,3562.196,6476.72
461,3/16/2006,Riyadh,Abdul,Lulu,Office,9007.05135,9633.21
462,5/16/2005,Hail,Ghalia,Panda,Home,2887.7214,4978.83
463,10/24/2004,Abha,Yahia,Panda,Office,1515.5574,2613.03
464,9/20/2005,Abha,Abdul,Panda,Toys,4646.177,8010.65
465,9/6/2004,Dammam,Mjeed,Panda,Office,4774.7205,8681.31
466,2/7/2006,Jeddah,Abdul,Othaim,Office,4002.675,5336.9
467,5/18/2006,Dammam,Mjeed,Othaim,Office,5309.238,9653.16
468,8/6/2005,Riyadh,Ghalia,Panda,Food,769.6148,2080.04
469,1/9/2006,Jeddah,Maliha,Panda,Toys,2070.557,5596.1
470,12/9/2004,Jubail,Mjeed,Panda,Home,2607.7049,6064.43
471,12/18/2004,Dammam,Mjeed,Othaim,Office,1826.6172,3149.34
472,2/6/2006,Hail,Abdul,Lulu,Food,1549.9744,4189.12
473,4/17/2005,Dammam,Maliha,Lulu,Toys,4714.631,7990.9
474,6/7/2006,Jubail,Maliha,Lulu,Home,1155.048,1698.6
475,2/9/2005,Dammam,Ghalia,Othaim,Home,7362.1875,9816.25
476,1/8/2005,Dammam,Maliha,Othaim,Toys,1513.2656,1719.62
477,9/28/2004,Riyadh,Mjeed,Lulu,Toys,3581.3565,7958.57
478,12/25/2005,Hail,Maliha,Carrefour,Food,5914.3986,6325.56
479,1/31/2006,Abha,Yahia,Lulu,Office,568.5276,836.07
480,6/4/2005,Jeddah,Ghalia,Carrefour,Office,3178.329,5778.78
481,2/21/2006,Dammam,Abdul,Panda,Office,1860.2527,5027.71
482,2/4/2006,Jeddah,Yahia,Othaim,Home,217.49035,232.61
483,2/10/2006,Hail,Ghalia,Othaim,Toys,178.7475,238.33
484,7/20/2005,Abha,Maliha,Carrefour,Office,983.025,1310.7
485,1/6/2006,Jubail,Yahia,Panda,Office,8136.26715,8701.89
486,5/28/2005,Abha,Maliha,Panda,Home,3591.7915,6530.53
487,2/8/2005,Riyadh,Maliha,Panda,Toys,1936.7625,2582.35
488,5/2/2006,Abha,Ghalia,Othaim,Food,2420.244,5378.32
489,1/3/2006,Dammam,Maliha,Othaim,Food,4448.6904,5055.33
490,3/18/2005,Jeddah,Mjeed,Othaim,Food,6938.7659,7421.14
491,7/15/2004,Riyadh,Yahia,Carrefour,Food,5481.2945,9965.99
492,3/1/2005,Hail,Yahia,Carrefour,Office,2122.8412,4936.84
493,8/1/2004,Riyadh,Maliha,Panda,Office,534.5754,906.06
494,1/5/2006,Hail,Maliha,Lulu,Food,849.0645,1886.81
495,5/25/2005,Abha,Ghalia,Othaim,Home,4315.6025,7846.55
496,5/19/2005,Dammam,Yahia,Carrefour,Home,589.887,1310.86
497,6/16/2006,Dammam,Yahia,Lulu,Toys,1835.8972,3165.34
498,8/10/2005,Hail,Maliha,Panda,Toys,346.7184,509.88
499,5/9/2005,Dammam,Maliha,Carrefour,Home,1858.3439,4321.73
500,10/15/2004,Hail,Ghalia,Panda,Food,353.8348,599.72
501,1/1/2006,Jubail,Maliha,Carrefour,Toys,429.2175,572.29
502,1/19/2005,Jeddah,Mjeed,Carrefour,Office,4427.9618,7505.02
503,7/19/2004,Riyadh,Abdul,Panda,Toys,1333.305,2962.9
504,6/23/2004,Riyadh,Yahia,Panda,Food,1707.8127,4615.71
505,6/16/2005,Riyadh,Abdul,Carrefour,Office,3398.3272,4997.54
506,11/21/2005,Riyadh,Abdul,Carrefour,Food,1768.9536,3049.92
507,7/24/2004,Dammam,Abdul,Lulu,Office,4232.2455,9404.99
508,7/13/2005,Dammam,Yahia,Carrefour,Home,5510.954,9340.6
509,2/28/2006,Abha,Yahia,Lulu,Toys,213.4219,496.33
510,7/15/2004,Jeddah,Ghalia,Othaim,Toys,1049.9699,1779.61
511,6/19/2005,Dammam,Ghalia,Othaim,Office,4611.6785,8384.87
512,9/18/2005,Jeddah,Mjeed,Panda,Home,3338.9505,7419.89
513,1/2/2005,Jeddah,Mjeed,Carrefour,Toys,1373.6816,2020.12
514,11/9/2005,Jeddah,Yahia,Lulu,Home,203.685,271.58
515,9/15/2005,Abha,Abdul,Carrefour,Office,5016.6864,5700.78
516,7/30/2005,Hail,Ghalia,Othaim,Office,5463.8779,9260.81
517,7/26/2005,Hail,Ghalia,Carrefour,Toys,4286.4765,9968.55
518,1/1/2006,Hail,Ghalia,Panda,Food,4341.1787,7357.93
519,7/18/2004,Jubail,Mjeed,Carrefour,Home,3413.985,4551.98
520,11/16/2005,Jeddah,Ghalia,Lulu,Office,5142.92075,5500.45
521,4/27/2005,Abha,Ghalia,Othaim,Home,73.7715,134.13
522,4/4/2005,Jeddah,Ghalia,Carrefour,Toys,5896.5016,6700.57
523,12/7/2004,Riyadh,Mjeed,Lulu,Food,2540.1992,2886.59
524,3/19/2005,Jubail,Ghalia,Carrefour,Toys,1911.2775,2548.37
525,5/26/2006,Abha,Ghalia,Panda,Toys,5846.415,7795.22
526,9/11/2005,Hail,Abdul,Panda,Toys,45.6247,77.33
527,9/15/2005,Dammam,Ghalia,Othaim,Office,4150.4494,7034.66
528,5/3/2006,Jeddah,Mjeed,Othaim,Toys,2075.59,3773.8
529,3/11/2006,Abha,Mjeed,Othaim,Toys,3255.3096,4787.22
530,10/17/2004,Dammam,Ghalia,Panda,Toys,3852.9106,4120.76
531,10/3/2005,Jubail,Abdul,Othaim,Home,4853.2824,7137.18
532,3/22/2006,Riyadh,Mjeed,Carrefour,Toys,1828.1824,2077.48
533,10/29/2005,Riyadh,Abdul,Othaim,Home,2657.6101,7182.73
534,12/28/2005,Abha,Ghalia,Lulu,Toys,5129.13,6838.84
535,10/24/2005,Abha,Yahia,Panda,Food,3074.7962,8310.26
536,7/2/2005,Riyadh,Yahia,Othaim,Office,2727.48,3636.64
537,5/22/2005,Dammam,Yahia,Lulu,Home,1444.0582,3902.86
538,9/23/2005,Hail,Ghalia,Carrefour,Home,4440.5185,8073.67
539,7/15/2005,Abha,Maliha,Othaim,Toys,1908.5475,2544.73
540,12/26/2005,Jeddah,Ghalia,Panda,Office,8598.60595,9196.37
541,1/27/2005,Abha,Abdul,Lulu,Food,2050.246,3727.72
542,9/19/2004,Abha,Maliha,Carrefour,Toys,2145.6072,2438.19
543,12/29/2004,Abha,Abdul,Panda,Toys,4204.497,9777.9
544,1/10/2005,Abha,Abdul,Panda,Office,4120.4361,6983.79
545,2/1/2006,Jubail,Mjeed,Panda,Home,141.7664,208.48
546,9/4/2004,Abha,Ghalia,Othaim,Office,5842.0824,6638.73
547,5/1/2006,Jeddah,Maliha,Lulu,Office,3297.0465,7326.77
548,1/24/2006,Riyadh,Abdul,Lulu,Office,8339.5488,9476.76
549,11/10/2004,Hail,Maliha,Panda,Home,5467.0049,9266.11
550,2/3/2005,Abha,Yahia,Othaim,Food,862.8595,2006.65
551,6/14/2006,Jeddah,Ghalia,Panda,Office,1233.068,2867.6
552,3/18/2005,Hail,Mjeed,Othaim,Office,1759.8954,4092.78
553,8/7/2004,Jeddah,Abdul,Carrefour,Toys,799.4546,1378.37
554,2/9/2005,Abha,Mjeed,Lulu,Office,1835.6528,4268.96
555,3/31/2005,Hail,Mjeed,Othaim,Food,2899.864,3295.3
556,6/15/2005,Jeddah,Abdul,Carrefour,Office,3301.635,4402.18
557,9/6/2004,Riyadh,Mjeed,Panda,Home,826.56805,884.03
558,4/16/2006,Riyadh,Maliha,Lulu,Office,3494.592,7765.76
559,10/28/2005,Hail,Maliha,Carrefour,Toys,2044.34945,2186.47
560,2/23/2005,Abha,Yahia,Othaim,Home,924.2748,2498.04
561,3/29/2005,Abha,Yahia,Othaim,Food,5290.05,7053.4
562,12/6/2005,Riyadh,Maliha,Lulu,Office,1518.2025,2024.27
563,8/7/2005,Jubail,Maliha,Lulu,Office,4037.3689,9389.23
564,3/20/2006,Hail,Maliha,Carrefour,Home,699.2445,1889.85
565,9/30/2005,Riyadh,Ghalia,Panda,Food,610.8984,898.38
566,6/9/2006,Jeddah,Mjeed,Othaim,Food,1381.676,2382.2
567,6/19/2005,Jeddah,Abdul,Panda,Food,1255.9913,2920.91
568,1/24/2006,Hail,Mjeed,Panda,Home,7774.04815,8314.49
569,8/16/2004,Jeddah,Yahia,Panda,Food,4345.56,5794.08
570,10/9/2004,Jeddah,Mjeed,Lulu,Food,1742.925,2323.9
571,8/15/2005,Riyadh,Abdul,Othaim,Office,3745.9923,8711.61
572,5/3/2005,Jubail,Mjeed,Panda,Office,1675.509,3046.38
573,4/25/2005,Abha,Maliha,Panda,Food,3292.3628,4841.71
574,6/5/2005,Hail,Maliha,Lulu,Office,246.1836,572.52
575,6/19/2004,Abha,Yahia,Panda,Office,1517.284,2231.3
576,5/2/2005,Dammam,Maliha,Othaim,Home,4067.1862,7012.39
577,8/18/2004,Riyadh,Mjeed,Panda,Toys,4844.0752,7123.64
578,12/3/2005,Hail,Mjeed,Carrefour,Office,2314.6083,5382.81
579,2/27/2005,Riyadh,Ghalia,Panda,Office,5707.8208,6486.16
580,9/1/2005,Jeddah,Ghalia,Lulu,Home,7327.08,9769.44
581,8/3/2005,Abha,Abdul,Othaim,Food,2838.2706,4893.57
582,6/10/2006,Abha,Maliha,Lulu,Food,3411.56255,3648.73
583,2/25/2006,Dammam,Abdul,Lulu,Home,4071.8319,6901.41
584,5/2/2006,Riyadh,Abdul,Othaim,Office,1775.075,4797.5
585,7/27/2004,Hail,Ghalia,Carrefour,Food,7078.8476,7570.96
586,12/4/2005,Jeddah,Maliha,Carrefour,Food,5219.731,5582.6
587,1/23/2005,Riyadh,Mjeed,Lulu,Office,1700.5384,1932.43
588,11/3/2004,Jeddah,Ghalia,Carrefour,Toys,1971.5475,2628.73
589,12/31/2005,Dammam,Mjeed,Carrefour,Office,6969.4713,7453.98
590,6/9/2006,Abha,Mjeed,Lulu,Office,2478.708,4201.2
591,7/2/2004,Riyadh,Yahia,Othaim,Toys,899.5974,1551.03
592,5/19/2005,Abha,Ghalia,Othaim,Home,4965.8156,7302.67
593,8/25/2004,Dammam,Maliha,Panda,Food,2637.41995,2820.77
594,11/4/2005,Jeddah,Mjeed,Lulu,Toys,2878.6815,6397.07
595,3/1/2005,Hail,Maliha,Othaim,Office,1363.1416,2004.62
596,1/22/2005,Jubail,Yahia,Lulu,Toys,2673.2412,6216.84
597,10/2/2005,Hail,Abdul,Panda,Office,4428.512,8051.84
598,6/10/2006,Hail,Abdul,Lulu,Home,2336.3964,5433.48
599,9/4/2005,Dammam,Mjeed,Othaim,Office,2886.3236,4976.42
600,11/20/2005,Hail,Ghalia,Carrefour,Home,1531.2128,3560.96
601,7/2/2004,Riyadh,Yahia,Carrefour,Toys,4467.4575,8122.65
602,8/18/2004,Abha,Mjeed,Lulu,Home,2575.3365,4682.43
603,4/23/2005,Hail,Yahia,Lulu,Toys,207.468,305.1
604,7/14/2005,Jubail,Yahia,Panda,Home,4235.5335,7700.97
605,3/1/2005,Riyadh,Abdul,Carrefour,Home,2741.958,6093.24
606,12/29/2005,Riyadh,Yahia,Carrefour,Home,3964.5146,6835.37
607,4/29/2005,Riyadh,Ghalia,Lulu,Office,2259.7885,3830.15
608,1/26/2006,Jeddah,Ghalia,Othaim,Food,6225.6312,9155.34
609,10/5/2004,Jubail,Yahia,Othaim,Home,851.5275,1135.37
610,4/7/2006,Riyadh,Yahia,Lulu,Toys,3150.2799,8514.27
611,7/18/2005,Dammam,Ghalia,Carrefour,Office,3885.475,7064.5
612,5/7/2006,Dammam,Ghalia,Othaim,Toys,5026.5109,8519.51
613,4/19/2006,Dammam,Ghalia,Carrefour,Food,2382.945,3177.26
614,9/29/2005,Jeddah,Ghalia,Othaim,Toys,3030.5174,5225.03
615,1/23/2005,Riyadh,Ghalia,Carrefour,Toys,3497.4842,9452.66
616,7/10/2005,Riyadh,Yahia,Othaim,Toys,5686.0648,8361.86
617,1/9/2005,Riyadh,Mjeed,Panda,Home,1205.0756,1772.17
618,7/16/2004,Abha,Abdul,Panda,Toys,858.4638,1480.11
619,5/29/2005,Abha,Ghalia,Carrefour,Home,3938.09845,4211.87
620,12/21/2005,Jeddah,Mjeed,Carrefour,Food,189.2735,511.55
621,11/29/2004,Riyadh,Abdul,Panda,Toys,2682.0261,6237.27
622,8/22/2005,Jeddah,Mjeed,Panda,Toys,4442.3175,5923.09
623,12/6/2004,Dammam,Maliha,Othaim,Toys,54.2875,126.25
624,5/6/2006,Jubail,Maliha,Panda,Office,1558.413,3463.14
625,12/11/2005,Abha,Maliha,Carrefour,Office,3140.5782,5414.79
626,8/10/2004,Hail,Mjeed,Othaim,Food,5710.9874,9846.53
627,12/26/2004,Riyadh,Mjeed,Othaim,Home,5923.0567,6334.82
628,2/26/2006,Abha,Yahia,Carrefour,Office,15.062,22.15
629,10/23/2004,Abha,Abdul,Carrefour,Food,4923.0426,8344.14
630,9/2/2004,Riyadh,Maliha,Panda,Toys,3759.9415,8744.05
631,2/24/2005,Jubail,Maliha,Panda,Home,1636.9355,4424.15
632,8/11/2004,Dammam,Maliha,Othaim,Office,748.4408,1740.56
633,1/4/2005,Riyadh,Yahia,Lulu,Food,3442.1715,8005.05
634,2/7/2006,Abha,Maliha,Othaim,Home,2895.18075,3096.45
635,3/28/2005,Riyadh,Mjeed,Carrefour,Home,5369.4795,9762.69
636,11/24/2005,Abha,Ghalia,Othaim,Toys,8476.7232,9632.64
637,8/28/2004,Abha,Abdul,Lulu,Office,5363.1532,7886.99
638,5/28/2005,Hail,Ghalia,Panda,Toys,2445.4151,6609.23
639,11/7/2005,Jeddah,Ghalia,Lulu,Office,5885.6925,9975.75
640,11/19/2004,Dammam,Yahia,Panda,Food,4198.0211,7115.29
641,7/31/2004,Abha,Yahia,Panda,Toys,6526.0448,7415.96
642,9/7/2004,Hail,Mjeed,Lulu,Office,1465.875,3257.5
643,4/12/2005,Jeddah,Yahia,Lulu,Food,4296.4138,7407.61
644,5/21/2006,Abha,Yahia,Carrefour,Office,3569.8872,4056.69
645,12/19/2004,Dammam,Mjeed,Lulu,Home,766.8992,1322.24
646,5/1/2006,Hail,Maliha,Lulu,Home,2081.3032,4840.24
647,5/8/2005,Jeddah,Yahia,Carrefour,Office,4109.1316,9556.12
648,12/18/2004,Jeddah,Maliha,Lulu,Toys,2692.7083,7277.59
649,9/3/2005,Riyadh,Ghalia,Carrefour,Toys,5831.8904,9884.56
650,12/25/2004,Hail,Ghalia,Panda,Food,2184.3061,5903.53
651,5/9/2006,Hail,Abdul,Panda,Office,4285.1775,5713.57
652,5/7/2005,Hail,Mjeed,Panda,Food,2608.936,2964.7
653,8/17/2004,Jubail,Mjeed,Lulu,Home,3418.536,6215.52
654,6/4/2005,Dammam,Maliha,Panda,Food,1895.993,3447.26
655,12/11/2004,Riyadh,Yahia,Othaim,Toys,3413.6274,9226.02
656,8/22/2004,Riyadh,Maliha,Othaim,Food,3448.9587,9321.51
657,6/18/2005,Hail,Maliha,Panda,Home,1527.282,3393.96
658,4/28/2006,Abha,Yahia,Carrefour,Office,3290.584,3739.3
659,8/12/2005,Abha,Mjeed,Othaim,Toys,6141.74,6979.25
660,3/31/2006,Hail,Mjeed,Lulu,Food,714.1564,1050.23
661,10/16/2004,Jubail,Yahia,Panda,Food,3394.8045,7544.01
662,10/24/2005,Riyadh,Maliha,Othaim,Food,5543.002,9556.9
663,12/9/2004,Jubail,Abdul,Othaim,Office,2935.0364,4316.23
664,9/13/2004,Jeddah,Ghalia,Panda,Food,2811.7965,7599.45
665,1/10/2006,Jubail,Ghalia,Carrefour,Home,4785.209,8700.38
666,1/10/2006,Dammam,Ghalia,Lulu,Office,5931.3544,8722.58
667,10/7/2005,Jubail,Maliha,Panda,Home,5117.514,8823.3
668,2/10/2006,Hail,Yahia,Lulu,Office,1088.6912,2531.84
669,6/27/2005,Hail,Ghalia,Carrefour,Food,1074.6909,2904.57
670,7/10/2004,Jeddah,Abdul,Carrefour,Food,4456.278,9902.84
671,2/6/2006,Hail,Ghalia,Panda,Home,1297.0134,2236.23
672,5/2/2005,Abha,Yahia,Carrefour,Toys,4384.4175,9743.15
673,2/25/2005,Abha,Ghalia,Carrefour,Home,1515.2425,4095.25
674,2/4/2005,Jeddah,Ghalia,Panda,Office,2044.8008,3007.06
675,4/9/2006,Hail,Abdul,Panda,Food,1786.3472,2029.94
676,10/7/2004,Dammam,Mjeed,Lulu,Food,3454.6789,9336.97
677,1/5/2005,Jeddah,Mjeed,Lulu,Office,219.0076,322.07
678,4/25/2005,Riyadh,Abdul,Othaim,Office,2700.3072,3971.04
679,4/23/2005,Jubail,Yahia,Carrefour,Food,3671.8541,9923.93
680,10/17/2004,Jubail,Maliha,Carrefour,Toys,4014.8122,6922.09
681,8/16/2005,Jubail,Yahia,Panda,Food,2190.5275,5094.25
682,2/28/2005,Abha,Ghalia,Panda,Office,4939.5375,6586.05
683,12/10/2004,Dammam,Yahia,Othaim,Office,3043.75225,3255.35
684,3/8/2005,Abha,Mjeed,Panda,Food,62.325,83.1
685,12/1/2004,Jubail,Mjeed,Panda,Home,730.538,1238.2
686,6/8/2006,Jubail,Maliha,Othaim,Home,2605.3515,5789.67
687,5/12/2006,Hail,Abdul,Othaim,Toys,1122.2567,1902.13
688,5/20/2005,Dammam,Abdul,Panda,Toys,3636.0838,6269.11
689,1/21/2006,Jubail,Ghalia,Carrefour,Toys,1438.404,2615.28
690,7/29/2005,Abha,Ghalia,Lulu,Home,3218.325,5851.5
691,11/1/2004,Jubail,Mjeed,Carrefour,Home,1283.5119,1372.74
692,12/27/2004,Dammam,Mjeed,Othaim,Food,4638.9192,6821.94
693,5/14/2006,Abha,Abdul,Panda,Food,5409.0278,9325.91
694,1/25/2006,Jeddah,Yahia,Lulu,Toys,517.7645,941.39
695,2/21/2005,Jubail,Ghalia,Lulu,Toys,131.8767,306.69
696,9/3/2005,Dammam,Yahia,Carrefour,Toys,3514.2808,5168.06
697,12/19/2005,Dammam,Mjeed,Othaim,Toys,2986.3084,4391.63
698,12/4/2005,Dammam,Yahia,Panda,Toys,2741.013,6091.14
699,1/29/2005,Jeddah,Ghalia,Carrefour,Food,7371.4425,9828.59
700,6/9/2005,Riyadh,Ghalia,Othaim,Food,5771,9950
701,10/3/2004,Abha,Yahia,Carrefour,Home,975.0336,2267.52
702,2/25/2005,Dammam,Yahia,Othaim,Home,3112.8675,4150.49
703,1/8/2006,Jeddah,Maliha,Carrefour,Office,1194.3855,2654.19
704,6/24/2004,Jeddah,Mjeed,Carrefour,Toys,1712.0752,1945.54
705,5/12/2006,Riyadh,Abdul,Carrefour,Office,4764.9842,8215.49
706,5/27/2005,Abha,Mjeed,Lulu,Food,3352.4146,9060.58
707,7/13/2004,Abha,Abdul,Lulu,Home,690.3334,1190.23
708,10/15/2005,Jeddah,Yahia,Othaim,Toys,1509.893,2745.26
709,6/7/2006,Dammam,Abdul,Lulu,Toys,1569.5121,2660.19
710,11/29/2004,Dammam,Yahia,Carrefour,Toys,2962.6168,5107.96
711,3/10/2006,Jeddah,Yahia,Carrefour,Food,2963.2338,8008.74
712,2/17/2005,Jeddah,Maliha,Carrefour,Food,2266.7966,5271.62
713,4/26/2006,Hail,Yahia,Lulu,Toys,7054.7752,8016.79
714,12/21/2005,Jeddah,Yahia,Lulu,Office,2032.7171,5493.83
715,8/2/2005,Riyadh,Mjeed,Carrefour,Food,3695.7672,9988.56
716,9/5/2004,Jeddah,Abdul,Carrefour,Food,5486.8231,5868.26
717,11/17/2004,Dammam,Mjeed,Lulu,Food,3404.2008,3868.41
718,4/27/2005,Abha,Mjeed,Carrefour,Home,3027.87,4452.75
719,6/24/2004,Hail,Mjeed,Panda,Office,6180.37805,6610.03
720,7/5/2005,Abha,Abdul,Lulu,Food,700.90405,749.63
721,3/2/2006,Dammam,Yahia,Lulu,Office,2916.7138,3119.48
722,11/19/2005,Riyadh,Ghalia,Othaim,Office,5560.97795,5947.57
723,9/5/2005,Jubail,Yahia,Panda,Office,3209.3817,5439.63
724,2/16/2005,Dammam,Maliha,Panda,Toys,5085.1274,8618.86
725,9/1/2004,Abha,Maliha,Panda,Office,5018.3728,7379.96
726,7/9/2004,Abha,Yahia,Carrefour,Toys,3034.3885,8201.05
727,3/18/2006,Abha,Maliha,Panda,Food,3495.945,4661.26
728,2/10/2005,Abha,Maliha,Lulu,Food,5970.7384,6784.93
729,7/13/2005,Jeddah,Ghalia,Carrefour,Toys,1612.1085,4357.05
730,1/2/2005,Jeddah,Ghalia,Panda,Food,2272.1071,6140.83
731,2/14/2005,Abha,Maliha,Lulu,Toys,5433.78,7245.04
